Base,Latitude,Longitude,MGRS,AFSC_Code,AFSC_Full_Name,PDF_URL,Base_URL,Aircraft,Base_Type,First_Duty_Station,Service,Army_Note
BEALE AFB,"39°06'41""N","121°21'35""W",10S FJ 41815 30418,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BEALE_AFB.html,,Active Duty,Yes,USAF,
CANNON AFB,"34°23'20""N","103°19'05""W",13S FU 54620 06558,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_CANNON_AFB.html,,Active Duty,Yes,USAF,
COLUMBUS AFB,"33°37'38""N","88°26'51""W",16S CC 65739 21763,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_COLUMBUS_AFB.html,,Active Duty,Yes,USAF,
DAVIS-MONTHAN AFB,"32°10'14""N","110°52'39""W",12S WA 11549 59347,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_DAVIS-MONTHAN_AFB.html,,Active Duty,Yes,USAF,
DYESS AFB,"32°25'17""N","99°50'31""W",14S MA 20838 87456,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_DYESS_AFB.html,,Active Duty,Yes,USAF,
EDWARDS AFB,"34°55'25""N","117°53'29""W",11S MU 18582 64934,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,,Active Duty,Yes,USAF,
EGLIN AFB,"30°27'49""N","86°33'11""W",16R EU 42905 70243,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EGLIN_AFB.html,,Active Duty,Yes,USAF,
EIELSON AFB,"64°39'52""N","147°05'45""W",6W VS 95424 71061,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EIELSON_AFB.html,,Active Duty,Yes,USAF,
ELLSWORTH AFB,"44°08'54""N","103°05'15""W",13T FJ 52951 90126,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ELLSWORTH_AFB.html,,Active Duty,Yes,USAF,
FAIRCHILD AFB,"47°38'28""N","117°38'41""W",11T MN 51574 76613,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FAIRCHILD_AFB.html,,Active Duty,Yes,USAF,
FE WARREN AFB,"41°08'32""N","104°52'41""W",13T EF 10233 54552,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FE_WARREN_AFB.html,,Active Duty,Yes,USAF,
HOLLOMAN AFB,"32°50'33""N","106°05'55""W",13S CS 97187 34361,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HOLLOMAN_AFB.html,,Active Duty,Yes,USAF,
JB CHARLESTON,"32°53'29""N","80°04'03""W",17S NS 87218 39631,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_CHARLESTON.html,,Active Duty,Yes,USAF,
JB ELMENDORF-RICHARDSON,"61°15'44""N","149°41'53""W",6V UN 55306 94983,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_ELMENDORF-RICHARDSON.html,,Active Duty,Yes,USAF,
JB LANGLEY-EUSTIS,"37°05'00""N","76°21'33""W",18S UG 79195 04980,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_LANGLEY-EUSTIS.html,,Active Duty,Yes,USAF,
JB LEWIS-MCCHORD,"47°05'30""N","122°36'53""W",10T ET 29240 15422,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_LEWIS-MCCHORD.html,,Active Duty,Yes,USAF,
JB MCGUIRE-DIX-LAKEHURST,"40°02'15""N","74°35'18""W",18T WK 35120 32000,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_MCGUIRE-DIX-LAKEHURST.html,,Active Duty,Yes,USAF,
JB PEARL HARBOR-HICKAM,"21°20'15""N","157°57'43""W",4Q FJ 07643 59855,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,,Active Duty,Yes,USAF,
JBSA LACKLAND,"29°23'14""N","98°37'16""W",14R NT 36765 50947,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_LACKLAND.html,,Active Duty,Yes,USAF,
JBSA RANDOLPH,"29°31'57""N","98°16'45""W",14R NT 69847 67200,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_RANDOLPH.html,,Active Duty,Yes,USAF,
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KADENA_AB.html,,Active Duty,Yes,USAF,
LAKENHEATH RAF,"52°23'23""N","0°32'14""E",31U CU 32414 07239,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LAKENHEATH_RAF.html,,Active Duty,Yes,USAF,
LAUGHLIN AFB,"29°21'21""N","100°46'58""W",14R LT 26940 48730,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LAUGHLIN_AFB.html,,Active Duty,Yes,USAF,
LITTLE ROCK AFB,"34°53'47""N","92°08'38""W",15S WU 78220 61887,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LITTLE_ROCK_AFB.html,,Active Duty,Yes,USAF,
LUKE AFB,"33°32'22""N","112°22'32""W",12S UC 72284 11939,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LUKE_AFB.html,,Active Duty,Yes,USAF,
MILDENHALL RAF,"52°21'45""N","0°30'14""E",31U CU 30041 04290,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MILDENHALL_RAF.html,,Active Duty,Yes,USAF,
MISAWA AB,"40°41'55""N","141°22'28""E",54T WL 31634 05368,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MISAWA_AB.html,,Active Duty,Yes,USAF,
MOODY AFB,"30°58'12""N","83°11'47""W",17R KQ 90229 28346,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MOODY_AFB.html,,Active Duty,Yes,USAF,
MOUNTAIN HOME AFB,"43°03'59""N","115°51'18""W",11T NH 93226 68823,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MOUNTAIN_HOME_AFB.html,,Active Duty,Yes,USAF,
OSAN AB,"37°05'19""N","127°01'50""E",52S CG 24960 06516,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,,Active Duty,Yes,USAF,
PETERSON SFB,"38°49'32""N","104°41'58""W",13S EC 26089 97461,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PETERSON_SFB.html,,Active Duty,Yes,USAF,
ROBINS AFB,"32°38'23""N","83°35'30""W",17S KS 56883 14314,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ROBINS_AFB.html,,Active Duty,Yes,USAF,
SEYMOUR JOHNSON AFB,"35°20'24""N","77°57'41""W",18S TE 30850 14774,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_SEYMOUR_JOHNSON_AFB.html,,Active Duty,Yes,USAF,
SHEPPARD AFB,"33°58'06""N","98°30'38""W",14S NC 45216 58752,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_SHEPPARD_AFB.html,,Active Duty,Yes,USAF,
SPANGDAHLEM AB,"49°59'38""N","6°41'55""E",32U LA 35052 40489,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_SPANGDAHLEM_AB.html,,Active Duty,Yes,USAF,
TRAVIS AFB,"38°16'09""N","121°56'51""W",10S EH 92069 36204,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_TRAVIS_AFB.html,,Active Duty,Yes,USAF,
VANCE AFB,"36°20'21""N","97°54'47""W",14S NF 97544 22116,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_VANCE_AFB.html,,Active Duty,Yes,USAF,
WHITEMAN AFB,"38°43'44""N","93°33'37""W",15S VC 51299 86840,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_WHITEMAN_AFB.html,,Active Duty,Yes,USAF,
WRIGHT-PATTERSON AFB,"39°48'37""N","84°01'55""W",16S GK 54072 10915,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_WRIGHT-PATTERSON_AFB.html,,Active Duty,Yes,USAF,
YOKOTA AB,"35°44'35""N","139°20'23""E",54S UE 49872 56720,13H,13H (AEROSPACE PHYSIOLOGIST),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13H.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_YOKOTA_AB.html,,Active Duty,Yes,USAF,
ALTUS AFB,"34°39'18""N","99°17'04""W",14S MD 73935 34821,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ALTUS_AFB.html,,Active Duty,Yes,USAF,
ANDERSEN AFB,"13°33'46""N","144°55'25""E",55P BR 75307 00327,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,,Active Duty,Yes,USAF,
ANDREWS JB,"38°47'46""N","76°53'00""W",18S UH 36445 95835,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDREWS_JB.html,,Active Duty,Yes,USAF,
AVIANO AB,"46°01'49""N","12°36'41""E",33T UM 15147 00185,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_AVIANO_AB.html,,Active Duty,Yes,USAF,
BARKSDALE AFB,"32°29'45""N","93°40'21""W",15S VR 36822 95596,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BARKSDALE_AFB.html,,Active Duty,Yes,USAF,
BEALE AFB,"39°06'41""N","121°21'35""W",10S FJ 41815 30418,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BEALE_AFB.html,,Active Duty,Yes,USAF,
CANNON AFB,"34°23'20""N","103°19'05""W",13S FU 54620 06558,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_CANNON_AFB.html,,Active Duty,Yes,USAF,
CHIEVRES AIN,"50°34'33.00""N","3°49'52.00""E",,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,,,Active Duty,No,USAF,
COLUMBUS AFB,"33°37'38""N","88°26'51""W",16S CC 65739 21763,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_COLUMBUS_AFB.html,,Active Duty,Yes,USAF,
DAVIS-MONTHAN AFB,"32°10'14""N","110°52'39""W",12S WA 11549 59347,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_DAVIS-MONTHAN_AFB.html,,Active Duty,Yes,USAF,
DOVER AFB,"39°07'39""N","75°28'06""W",18S VJ 59518 31029,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_DOVER_AFB.html,,Active Duty,Yes,USAF,
DYESS AFB,"32°25'17""N","99°50'31""W",14S MA 20838 87456,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_DYESS_AFB.html,,Active Duty,Yes,USAF,
EDWARDS AFB,"34°55'25""N","117°53'29""W",11S MU 18582 64934,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,,Active Duty,Yes,USAF,
EGLIN AFB,"30°27'49""N","86°33'11""W",16R EU 42905 70243,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EGLIN_AFB.html,,Active Duty,Yes,USAF,
EIELSON AFB,"64°39'52""N","147°05'45""W",6W VS 95424 71061,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EIELSON_AFB.html,,Active Duty,Yes,USAF,
ELLSWORTH AFB,"44°08'54""N","103°05'15""W",13T FJ 52951 90126,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ELLSWORTH_AFB.html,,Active Duty,Yes,USAF,
FAIRCHILD AFB,"47°38'28""N","117°38'41""W",11T MN 51574 76613,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FAIRCHILD_AFB.html,,Active Duty,Yes,USAF,
GRAND FORKS AFB,"47°57'07""N","97°22'57""W",14T PU 20768 12225,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_GRAND_FORKS_AFB.html,,Active Duty,Yes,USAF,
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HILL_AFB.html,,Active Duty,Yes,USAF,
HOLLOMAN AFB,"32°50'33""N","106°05'55""W",13S CS 97187 34361,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HOLLOMAN_AFB.html,,Active Duty,Yes,USAF,
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HURLBURT_FIELD.html,,Active Duty,Yes,USAF,
INCIRLIK AB,"37°00'12""N","35°26'02""E",36S YF 16566 98011,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_INCIRLIK_AB.html,,Active Duty,Yes,USAF,
JB CHARLESTON,"32°53'29""N","80°04'03""W",17S NS 87218 39631,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_CHARLESTON.html,,Active Duty,Yes,USAF,
JB ELMENDORF-RICHARDSON,"61°15'44""N","149°41'53""W",6V UN 55306 94983,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_ELMENDORF-RICHARDSON.html,,Active Duty,Yes,USAF,
JB LANGLEY-EUSTIS,"37°05'00""N","76°21'33""W",18S UG 79195 04980,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_LANGLEY-EUSTIS.html,,Active Duty,Yes,USAF,
JB LEWIS-MCCHORD,"47°05'30""N","122°36'53""W",10T ET 29240 15422,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_LEWIS-MCCHORD.html,,Active Duty,Yes,USAF,
JB MCGUIRE-DIX-LAKEHURST,"40°02'15""N","74°35'18""W",18T WK 35120 32000,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_MCGUIRE-DIX-LAKEHURST.html,,Active Duty,Yes,USAF,
JB PEARL HARBOR-HICKAM,"21°20'15""N","157°57'43""W",4Q FJ 07643 59855,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,,Active Duty,Yes,USAF,
JBSA LACKLAND,"29°23'14""N","98°37'16""W",14R NT 36765 50947,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_LACKLAND.html,,Active Duty,Yes,USAF,
JBSA RANDOLPH,"29°31'57""N","98°16'45""W",14R NT 69847 67200,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_RANDOLPH.html,,Active Duty,Yes,USAF,
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KADENA_AB.html,,Active Duty,Yes,USAF,
KAPAUN AIR STATION,"49°25'44""N","7°41'53""E",32U MV 05594 75949,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KAPAUN_AIR_STATION.html,,Active Duty,Yes,USAF,
KEESLER AFB,"30°24'34""N","88°55'34""W",16R CU 14981 65731,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KEESLER_AFB.html,,Active Duty,Yes,USAF,
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KIRTLAND_AFB.html,,Active Duty,Yes,USAF,
KUNSAN AB,"35°55'09""N","126°37'54""E",52S BE 86310 77574,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KUNSAN_AB.html,,Active Duty,Yes,USAF,
LAJES FIELD,"38°45'42.00""N","27°5'27.00""W",,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LAJES_FIELD.html.html,,Active Duty,No,USAF,
LAKENHEATH RAF,"52°23'23""N","0°32'14""E",31U CU 32414 07239,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LAKENHEATH_RAF.html,,Active Duty,Yes,USAF,
LAUGHLIN AFB,"29°21'21""N","100°46'58""W",14R LT 26940 48730,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LAUGHLIN_AFB.html,,Active Duty,Yes,USAF,
LITTLE ROCK AFB,"34°53'47""N","92°08'38""W",15S WU 78220 61887,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LITTLE_ROCK_AFB.html,,Active Duty,Yes,USAF,
LUKE AFB,"33°32'22""N","112°22'32""W",12S UC 72284 11939,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LUKE_AFB.html,,Active Duty,Yes,USAF,
MACDILL AFB,"27°51'28""N","82°29'19""W",17R LL 53434 82337,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MACDILL_AFB.html,,Active Duty,Yes,USAF,
MAXWELL-GUNTER AFB,"32°22'43""N","86°21'44""W",16S EA 59993 82581,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MAXWELL-GUNTER_AFB.html,,Active Duty,Yes,USAF,
MCCONNELL AFB,"37°37'51""N","97°15'06""W",14S PG 54271 66293,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MCCONNELL_AFB.html,,Active Duty,Yes,USAF,
MILDENHALL RAF,"52°21'45""N","0°30'14""E",31U CU 30041 04290,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MILDENHALL_RAF.html,,Active Duty,Yes,USAF,
MINOT AFB,"48°25'13""N","101°19'36""W",14U LU 27861 65629,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MINOT_AFB.html,,Active Duty,Yes,USAF,
MISAWA AB,"40°41'55""N","141°22'28""E",54T WL 31634 05368,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MISAWA_AB.html,,Active Duty,Yes,USAF,
